transaction_id,customer_id,merchant_id,amount,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description,hour,day_of_week,month,card_type_enc,location_enc,purchase_category_enc,predicted_is_fraudulent
1233,1020,2040,2400.15,1,Visa,City-38,Online Shopping,32,Purchase at Merchant-2040,0,6,1,3,31,2,1
1234,1064,2053,4821.15,1,American Express,City-21,Online Shopping,21,Purchase at Merchant-2053,0,6,1,0,13,2,0
1235,1092,2087,4104.71,0,MasterCard,City-47,Online Shopping,48,Purchase at Merchant-2087,0,6,1,2,41,2,0
1236,1038,2022,9299.43,1,American Express,City-8,Retail,70,Purchase at Merchant-2022,0,6,1,0,48,4,1
1237,1066,2008,6686.01,0,Discover,City-44,Online Shopping,32,Purchase at Merchant-2008,0,6,1,1,38,2,0
1238,1091,2079,6719.69,0,MasterCard,City-9,Retail,23,Purchase at Merchant-2079,0,6,1,2,49,4,0
1239,1035,2042,7296.51,1,American Express,City-25,Gas Station,32,Purchase at Merchant-2042,0,6,1,0,17,0,0
1240,1054,2024,3032.43,0,Discover,City-42,Gas Station,55,Purchase at Merchant-2024,0,6,1,1,36,0,0
1241,1062,2004,7094.02,1,MasterCard,City-26,Restaurant,47,Purchase at Merchant-2004,0,6,1,2,18,3,1
1242,1061,2092,8956.94,1,Discover,City-4,Retail,27,Purchase at Merchant-2092,0,6,1,1,33,4,1
1243,1032,2008,6565.25,0,MasterCard,City-44,Retail,54,Purchase at Merchant-2008,0,6,1,2,38,4,1
1244,1059,2039,3648.45,1,MasterCard,City-36,Retail,52,Purchase at Merchant-2039,0,6,1,2,29,4,1
1245,1071,2050,3914.03,1,MasterCard,City-27,Groceries,51,Purchase at Merchant-2050,0,6,1,2,19,1,1
1246,1019,2013,3457.41,0,American Express,City-38,Travel,48,Purchase at Merchant-2013,0,6,1,0,31,5,0
1247,1050,2041,498.63,1,Discover,City-28,Restaurant,70,Purchase at Merchant-2041,0,6,1,1,20,3,1
1248,1025,2019,8412.8,0,Visa,City-50,Online Shopping,29,Purchase at Merchant-2019,0,6,1,3,45,2,0
1249,1077,2053,8038.24,1,MasterCard,City-8,Travel,51,Purchase at Merchant-2053,0,6,1,2,48,5,1
1250,1066,2042,3901.7,1,American Express,City-6,Groceries,46,Purchase at Merchant-2042,0,6,1,0,46,1,1
1251,1096,2034,8127.06,0,Visa,City-2,Restaurant,47,Purchase at Merchant-2034,0,6,1,3,11,3,0
1252,1018,2049,4640.4,1,MasterCard,City-36,Online Shopping,22,Purchase at Merchant-2049,0,6,1,2,29,2,1
1253,1009,2016,9665.86,0,Discover,City-18,Travel,31,Purchase at Merchant-2016,0,6,1,1,9,5,0
1254,1036,2007,7839.41,0,Discover,City-1,Online Shopping,65,Purchase at Merchant-2007,0,6,1,1,0,2,1
1255,1099,2026,8627.12,1,MasterCard,City-44,Groceries,20,Purchase at Merchant-2026,0,6,1,2,38,1,1
1256,1054,2031,4501.63,1,American Express,City-16,Retail,37,Purchase at Merchant-2031,0,6,1,0,7,4,1
1257,1044,2097,8159.65,1,Discover,City-40,Retail,27,Purchase at Merchant-2097,0,6,1,1,34,4,1
1258,1065,2077,7455.36,0,American Express,City-2,Travel,32,Purchase at Merchant-2077,0,6,1,0,11,5,0
1259,1035,2076,7076.77,0,American Express,City-48,Travel,50,Purchase at Merchant-2076,0,6,1,0,42,5,0
1260,1001,2031,6587.46,0,American Express,City-37,Gas Station,48,Purchase at Merchant-2031,0,6,1,0,30,0,0
1261,1037,2064,9581.07,1,MasterCard,City-12,Retail,60,Purchase at Merchant-2064,0,6,1,2,3,4,1
1262,1093,2066,7517.63,0,Discover,City-43,Groceries,43,Purchase at Merchant-2066,0,6,1,1,37,1,0
1263,1039,2097,8682.66,1,MasterCard,City-42,Gas Station,50,Purchase at Merchant-2097,0,6,1,2,36,0,1
1264,1076,2065,1847.78,0,MasterCard,City-43,Retail,19,Purchase at Merchant-2065,0,6,1,2,37,4,0
1265,1075,2050,8693.05,0,American Express,City-31,Restaurant,65,Purchase at Merchant-2050,0,6,1,0,24,3,0
1266,1085,2015,1650.15,0,Discover,City-26,Online Shopping,55,Purchase at Merchant-2015,0,6,1,1,18,2,0
1267,1063,2035,2513.5,1,American Express,City-31,Gas Station,18,Purchase at Merchant-2035,0,6,1,0,24,0,1
1268,1020,2008,941.23,1,MasterCard,City-14,Travel,18,Purchase at Merchant-2008,0,6,1,2,5,5,1
1269,1058,2041,8756.45,0,MasterCard,City-49,Restaurant,65,Purchase at Merchant-2041,0,6,1,2,43,3,0
1270,1069,2060,3352.22,1,Visa,City-27,Restaurant,48,Purchase at Merchant-2060,0,6,1,3,19,3,1
1271,1062,2071,429.83,0,Discover,City-2,Retail,70,Purchase at Merchant-2071,0,6,1,1,11,4,0
1272,1045,2053,1412.01,1,Discover,City-50,Retail,61,Purchase at Merchant-2053,0,6,1,1,45,4,1
1273,1043,2009,5132.72,1,Discover,City-34,Retail,65,Purchase at Merchant-2009,0,6,1,1,27,4,1
1274,1071,2062,4958.62,1,MasterCard,City-27,Restaurant,47,Purchase at Merchant-2062,0,6,1,2,19,3,1
1275,1098,2004,2785.84,0,MasterCard,City-15,Restaurant,57,Purchase at Merchant-2004,0,6,1,2,6,3,0
1276,1070,2053,2030.53,0,Discover,City-14,Restaurant,45,Purchase at Merchant-2053,0,6,1,1,5,3,0
1277,1049,2082,1813.32,0,MasterCard,City-14,Retail,36,Purchase at Merchant-2082,0,6,1,2,5,4,0
1278,1059,2030,394.11,0,American Express,City-38,Restaurant,28,Purchase at Merchant-2030,0,6,1,0,31,3,0
1279,1042,2003,102.16,1,MasterCard,City-39,Online Shopping,63,Purchase at Merchant-2003,0,6,1,2,32,2,1
1280,1025,2035,3613.67,0,MasterCard,City-42,Online Shopping,47,Purchase at Merchant-2035,0,6,1,2,36,2,0
1281,1090,2071,3436.2,1,American Express,City-23,Travel,47,Purchase at Merchant-2071,0,6,1,0,15,5,1
1282,1031,2076,6152.62,1,Visa,City-3,Groceries,65,Purchase at Merchant-2076,0,6,1,3,22,1,1
1283,1074,2087,3378.43,0,Discover,City-26,Retail,20,Purchase at Merchant-2087,0,6,1,1,18,4,0
1284,1050,2013,1054.93,1,MasterCard,City-26,Restaurant,56,Purchase at Merchant-2013,0,6,1,2,18,3,1
1285,1030,2032,7717.96,0,Visa,City-45,Travel,47,Purchase at Merchant-2032,0,6,1,3,39,5,0
1286,1100,2098,9693.05,0,Visa,City-26,Online Shopping,51,Purchase at Merchant-2098,0,6,1,3,18,2,0
1287,1053,2072,2025.12,0,Discover,City-42,Groceries,68,Purchase at Merchant-2072,0,6,1,1,36,1,0
1288,1006,2084,1486.58,1,Discover,City-32,Online Shopping,41,Purchase at Merchant-2084,0,6,1,1,25,2,1
1289,1041,2017,6806.75,1,MasterCard,City-28,Restaurant,27,Purchase at Merchant-2017,0,6,1,2,20,3,1
1290,1096,2039,8579.16,0,MasterCard,City-1,Online Shopping,41,Purchase at Merchant-2039,0,6,1,2,0,2,0
1291,1061,2073,7443.08,0,American Express,City-46,Groceries,33,Purchase at Merchant-2073,0,6,1,0,40,1,0
1292,1091,2053,2741.73,0,Visa,City-22,Groceries,67,Purchase at Merchant-2053,0,6,1,3,14,1,0
1293,1049,2058,3913.0,1,Visa,City-23,Retail,55,Purchase at Merchant-2058,0,6,1,3,15,4,1
1294,1050,2011,5292.06,0,American Express,City-2,Groceries,57,Purchase at Merchant-2011,0,6,1,0,11,1,0
1295,1085,2082,5908.97,1,MasterCard,City-34,Retail,22,Purchase at Merchant-2082,0,6,1,2,27,4,1
1296,1084,2065,9266.52,0,Visa,City-42,Online Shopping,30,Purchase at Merchant-2065,0,6,1,3,36,2,0
1297,1020,2027,1974.64,0,American Express,City-2,Restaurant,51,Purchase at Merchant-2027,0,6,1,0,11,3,0
1298,1064,2019,7699.42,0,Discover,City-42,Gas Station,38,Purchase at Merchant-2019,0,6,1,1,36,0,0
1299,1005,2048,7315.4,1,MasterCard,City-3,Gas Station,37,Purchase at Merchant-2048,0,6,1,2,22,0,1
1300,1017,2070,403.86,1,American Express,City-22,Groceries,22,Purchase at Merchant-2070,0,6,1,0,14,1,1
1301,1065,2022,9641.78,0,American Express,City-4,Gas Station,32,Purchase at Merchant-2022,0,6,1,0,33,0,0
1302,1076,2032,5913.84,0,MasterCard,City-44,Groceries,25,Purchase at Merchant-2032,0,6,1,2,38,1,0
1303,1043,2069,2909.03,1,Discover,City-39,Gas Station,63,Purchase at Merchant-2069,0,6,1,1,32,0,1
1304,1013,2055,9967.93,1,MasterCard,City-4,Travel,47,Purchase at Merchant-2055,0,6,1,2,33,5,1
1305,1057,2072,4569.8,0,Discover,City-36,Retail,58,Purchase at Merchant-2072,0,6,1,1,29,4,0
1306,1013,2058,2852.01,0,MasterCard,City-14,Restaurant,59,Purchase at Merchant-2058,0,6,1,2,5,3,0
1307,1068,2006,188.97,0,Discover,City-3,Groceries,34,Purchase at Merchant-2006,0,6,1,1,22,1,0
1308,1059,2001,5897.31,0,MasterCard,City-27,Online Shopping,34,Purchase at Merchant-2001,0,6,1,2,19,2,1
1309,1002,2060,9651.21,0,MasterCard,City-41,Retail,52,Purchase at Merchant-2060,0,6,1,2,35,4,0
1310,1093,2080,637.36,0,MasterCard,City-40,Retail,61,Purchase at Merchant-2080,0,6,1,2,34,4,0
1311,1019,2038,8297.23,1,American Express,City-12,Travel,59,Purchase at Merchant-2038,0,6,1,0,3,5,1
1312,1053,2084,4178.28,0,Discover,City-24,Groceries,39,Purchase at Merchant-2084,0,6,1,1,16,1,0
1313,1084,2022,4640.8,1,Visa,City-4,Travel,69,Purchase at Merchant-2022,0,6,1,3,33,5,1
1314,1020,2001,8844.83,0,American Express,City-45,Online Shopping,62,Purchase at Merchant-2001,0,6,1,0,39,2,0
1315,1010,2008,5723.26,1,American Express,City-46,Travel,25,Purchase at Merchant-2008,0,6,1,0,40,5,1
1316,1061,2062,9231.66,1,American Express,City-38,Online Shopping,68,Purchase at Merchant-2062,0,6,1,0,31,2,1
1317,1034,2035,8349.67,0,American Express,City-49,Travel,55,Purchase at Merchant-2035,0,6,1,0,43,5,0
1318,1044,2077,2236.77,1,American Express,City-33,Travel,40,Purchase at Merchant-2077,0,6,1,0,26,5,1
1319,1080,2033,2654.36,1,Visa,City-3,Retail,34,Purchase at Merchant-2033,0,6,1,3,22,4,1
1320,1089,2088,8916.22,0,American Express,City-23,Travel,35,Purchase at Merchant-2088,0,6,1,0,15,5,0
1321,1051,2049,8523.13,1,MasterCard,City-24,Online Shopping,28,Purchase at Merchant-2049,0,6,1,2,16,2,1
1322,1084,2045,8169.2,1,American Express,City-28,Groceries,60,Purchase at Merchant-2045,0,6,1,0,20,1,1
1323,1011,2081,6687.64,0,American Express,City-19,Retail,32,Purchase at Merchant-2081,0,6,1,0,10,4,0
1324,1043,2028,5799.84,1,MasterCard,City-20,Travel,31,Purchase at Merchant-2028,0,6,1,2,12,5,0
1325,1087,2075,3954.18,0,Visa,City-5,Groceries,34,Purchase at Merchant-2075,0,6,1,3,44,1,0
1326,1069,2066,52.81,0,Visa,City-38,Groceries,34,Purchase at Merchant-2066,0,6,1,3,31,1,0
1327,1049,2037,2299.92,1,Visa,City-37,Travel,20,Purchase at Merchant-2037,0,6,1,3,30,5,0
1328,1041,2006,2225.79,1,Discover,City-48,Restaurant,29,Purchase at Merchant-2006,0,6,1,1,42,3,1
1329,1081,2021,8216.86,0,American Express,City-19,Gas Station,41,Purchase at Merchant-2021,0,6,1,0,10,0,0
1330,1092,2095,2397.41,0,American Express,City-50,Gas Station,63,Purchase at Merchant-2095,0,6,1,0,45,0,0
1331,1098,2069,32.48,1,American Express,City-5,Groceries,53,Purchase at Merchant-2069,0,6,1,0,44,1,1
1332,1063,2073,487.16,1,American Express,City-9,Groceries,59,Purchase at Merchant-2073,0,6,1,0,49,1,1
1333,1070,2009,770.3,1,American Express,City-17,Groceries,50,Purchase at Merchant-2009,0,6,1,0,8,1,1
1334,1005,2039,8034.81,1,Discover,City-14,Travel,41,Purchase at Merchant-2039,0,6,1,1,5,5,0
1335,1080,2012,5357.22,0,American Express,City-27,Online Shopping,68,Purchase at Merchant-2012,0,6,1,0,19,2,1
1336,1009,2051,8995.94,1,MasterCard,City-5,Online Shopping,39,Purchase at Merchant-2051,0,6,1,2,44,2,1
1337,1031,2090,9399.77,1,Visa,City-26,Restaurant,22,Purchase at Merchant-2090,0,6,1,3,18,3,1
1338,1081,2016,173.27,0,American Express,City-4,Online Shopping,18,Purchase at Merchant-2016,0,6,1,0,33,2,0
1339,1088,2018,8686.77,0,MasterCard,City-24,Online Shopping,51,Purchase at Merchant-2018,0,6,1,2,16,2,1
1340,1037,2093,7330.17,0,American Express,City-1,Online Shopping,51,Purchase at Merchant-2093,0,6,1,0,0,2,0
1341,1030,2072,7670.12,1,Discover,City-45,Gas Station,56,Purchase at Merchant-2072,0,6,1,1,39,0,1
1342,1096,2036,7882.06,0,MasterCard,City-12,Restaurant,27,Purchase at Merchant-2036,0,6,1,2,3,3,0
1343,1012,2056,7691.32,0,Visa,City-39,Online Shopping,58,Purchase at Merchant-2056,0,6,1,3,32,2,0
1344,1056,2027,6636.51,1,American Express,City-41,Online Shopping,70,Purchase at Merchant-2027,0,6,1,0,35,2,1
1345,1013,2079,4971.39,1,Visa,City-49,Gas Station,24,Purchase at Merchant-2079,0,6,1,3,43,0,1
1346,1098,2065,5805.96,1,MasterCard,City-38,Restaurant,46,Purchase at Merchant-2065,0,6,1,2,31,3,1
1347,1082,2041,5345.56,1,Visa,City-40,Groceries,24,Purchase at Merchant-2041,0,6,1,3,34,1,1
1348,1091,2088,5528.07,1,Visa,City-3,Groceries,18,Purchase at Merchant-2088,0,6,1,3,22,1,1
1349,1013,2044,7798.95,0,Discover,City-29,Restaurant,51,Purchase at Merchant-2044,0,6,1,1,21,3,0
1350,1057,2082,8553.79,1,American Express,City-26,Retail,60,Purchase at Merchant-2082,0,6,1,0,18,4,1
1351,1022,2034,9257.04,0,Discover,City-6,Restaurant,46,Purchase at Merchant-2034,0,6,1,1,46,3,0
1352,1089,2097,3896.37,1,MasterCard,City-38,Gas Station,35,Purchase at Merchant-2097,0,6,1,2,31,0,0
1353,1039,2091,7259.96,0,American Express,City-8,Restaurant,52,Purchase at Merchant-2091,0,6,1,0,48,3,0
1354,1004,2058,1780.59,1,Discover,City-49,Groceries,38,Purchase at Merchant-2058,0,6,1,1,43,1,1
1355,1006,2035,6564.46,0,American Express,City-41,Online Shopping,33,Purchase at Merchant-2035,0,6,1,0,35,2,0
1356,1042,2032,151.97,0,MasterCard,City-33,Travel,23,Purchase at Merchant-2032,0,6,1,2,26,5,0
1357,1008,2085,4300.71,1,Discover,City-8,Gas Station,39,Purchase at Merchant-2085,0,6,1,1,48,0,1
1358,1038,2042,3294.46,1,MasterCard,City-48,Gas Station,56,Purchase at Merchant-2042,0,6,1,2,42,0,1
1359,1046,2044,2463.51,0,American Express,City-20,Gas Station,58,Purchase at Merchant-2044,0,6,1,0,12,0,0
1360,1048,2027,4803.85,0,Discover,City-40,Gas Station,68,Purchase at Merchant-2027,0,6,1,1,34,0,0
1361,1056,2059,1003.6,1,MasterCard,City-35,Travel,68,Purchase at Merchant-2059,0,6,1,2,28,5,1
1362,1019,2077,9311.51,1,American Express,City-14,Retail,65,Purchase at Merchant-2077,0,6,1,0,5,4,0
1363,1032,2043,7312.86,1,MasterCard,City-27,Online Shopping,56,Purchase at Merchant-2043,0,6,1,2,19,2,1
1364,1068,2003,1698.54,0,Discover,City-32,Online Shopping,45,Purchase at Merchant-2003,0,6,1,1,25,2,0
1365,1053,2089,2930.24,0,American Express,City-34,Restaurant,36,Purchase at Merchant-2089,0,6,1,0,27,3,0
1366,1073,2018,2578.35,0,Visa,City-17,Online Shopping,61,Purchase at Merchant-2018,0,6,1,3,8,2,0
1367,1088,2083,1627.0,1,American Express,City-40,Travel,70,Purchase at Merchant-2083,0,6,1,0,34,5,1
1368,1024,2001,4270.23,1,MasterCard,City-1,Restaurant,43,Purchase at Merchant-2001,0,6,1,2,0,3,0
1369,1022,2078,7294.33,1,Visa,City-16,Online Shopping,62,Purchase at Merchant-2078,0,6,1,3,7,2,1
1370,1023,2061,3620.68,1,Visa,City-9,Restaurant,18,Purchase at Merchant-2061,0,6,1,3,49,3,1
1371,1011,2001,7653.28,0,Discover,City-6,Gas Station,53,Purchase at Merchant-2001,0,6,1,1,46,0,0
1372,1079,2002,2894.9,1,American Express,City-29,Restaurant,65,Purchase at Merchant-2002,0,6,1,0,21,3,1
1373,1049,2087,9978.87,1,Visa,City-29,Travel,46,Purchase at Merchant-2087,0,6,1,3,21,5,1
1374,1080,2023,6918.66,0,American Express,City-18,Travel,61,Purchase at Merchant-2023,0,6,1,0,9,5,0
1375,1088,2053,6393.84,0,American Express,City-37,Online Shopping,26,Purchase at Merchant-2053,0,6,1,0,30,2,0
1376,1031,2072,771.5,1,Visa,City-45,Gas Station,70,Purchase at Merchant-2072,0,6,1,3,39,0,1
1377,1064,2090,1564.13,0,MasterCard,City-6,Restaurant,70,Purchase at Merchant-2090,0,6,1,2,46,3,0
1378,1075,2091,1223.19,1,American Express,City-8,Online Shopping,39,Purchase at Merchant-2091,0,6,1,0,48,2,1
1379,1019,2063,9371.66,0,Discover,City-50,Restaurant,34,Purchase at Merchant-2063,0,6,1,1,45,3,0
1380,1030,2098,9536.32,1,MasterCard,City-31,Restaurant,49,Purchase at Merchant-2098,0,6,1,2,24,3,0
1381,1060,2051,669.16,1,MasterCard,City-28,Retail,49,Purchase at Merchant-2051,0,6,1,2,20,4,1
1382,1082,2069,7705.69,0,Visa,City-29,Travel,49,Purchase at Merchant-2069,0,6,1,3,21,5,1
1383,1033,2011,7586.89,0,American Express,City-22,Gas Station,39,Purchase at Merchant-2011,0,6,1,0,14,0,0
1384,1059,2084,2707.81,0,Discover,City-24,Groceries,33,Purchase at Merchant-2084,0,6,1,1,16,1,0
1385,1033,2084,1797.92,1,MasterCard,City-2,Restaurant,50,Purchase at Merchant-2084,0,6,1,2,11,3,0
1386,1086,2010,7651.35,0,American Express,City-45,Groceries,66,Purchase at Merchant-2010,0,6,1,0,39,1,0
1387,1002,2069,3381.92,0,American Express,City-43,Online Shopping,53,Purchase at Merchant-2069,0,6,1,0,37,2,1
1388,1060,2004,5009.63,1,MasterCard,City-3,Gas Station,25,Purchase at Merchant-2004,0,6,1,2,22,0,1
1389,1037,2086,8353.56,0,Visa,City-18,Groceries,65,Purchase at Merchant-2086,0,6,1,3,9,1,0
1390,1087,2057,5350.57,0,Visa,City-13,Restaurant,46,Purchase at Merchant-2057,0,6,1,3,4,3,0
1391,1070,2087,5112.69,0,Visa,City-32,Online Shopping,68,Purchase at Merchant-2087,0,6,1,3,25,2,1
1392,1021,2016,4817.61,1,MasterCard,City-22,Gas Station,45,Purchase at Merchant-2016,0,6,1,2,14,0,0
1393,1010,2046,6147.52,0,American Express,City-42,Travel,52,Purchase at Merchant-2046,0,6,1,0,36,5,0
1394,1057,2049,7857.12,1,Discover,City-13,Groceries,32,Purchase at Merchant-2049,0,6,1,1,4,1,0
1395,1045,2077,3569.03,1,American Express,City-48,Travel,41,Purchase at Merchant-2077,0,6,1,0,42,5,1
1396,1076,2046,929.38,0,MasterCard,City-7,Gas Station,30,Purchase at Merchant-2046,0,6,1,2,47,0,1
1397,1039,2050,1772.22,1,Discover,City-22,Travel,26,Purchase at Merchant-2050,0,6,1,1,14,5,1
1398,1082,2023,8067.95,1,Discover,City-29,Gas Station,35,Purchase at Merchant-2023,0,6,1,1,21,0,1
1399,1055,2099,5457.59,0,MasterCard,City-23,Restaurant,48,Purchase at Merchant-2099,0,6,1,2,15,3,0
1400,1089,2090,2510.26,1,American Express,City-42,Retail,51,Purchase at Merchant-2090,0,6,1,0,36,4,1
1401,1033,2002,192.09,0,MasterCard,City-43,Online Shopping,23,Purchase at Merchant-2002,0,6,1,2,37,2,0
1402,1059,2016,9139.66,0,Visa,City-9,Restaurant,69,Purchase at Merchant-2016,0,6,1,3,49,3,0
1403,1039,2060,8045.71,1,Visa,City-12,Groceries,63,Purchase at Merchant-2060,0,6,1,3,3,1,1
1404,1026,2048,7935.17,1,American Express,City-40,Groceries,25,Purchase at Merchant-2048,0,6,1,0,34,1,0
1405,1050,2025,873.38,0,Discover,City-21,Travel,18,Purchase at Merchant-2025,0,6,1,1,13,5,0
1406,1062,2057,643.7,0,Visa,City-4,Gas Station,60,Purchase at Merchant-2057,0,6,1,3,33,0,1
1407,1014,2002,1466.67,0,Discover,City-46,Online Shopping,25,Purchase at Merchant-2002,0,6,1,1,40,2,0
1408,1031,2029,1611.79,0,Discover,City-35,Groceries,68,Purchase at Merchant-2029,0,6,1,1,28,1,0
1409,1049,2096,8154.03,1,Discover,City-16,Restaurant,45,Purchase at Merchant-2096,0,6,1,1,7,3,1
1410,1074,2003,5352.74,0,Visa,City-36,Retail,27,Purchase at Merchant-2003,0,6,1,3,29,4,0
1411,1046,2098,4792.12,0,Visa,City-26,Retail,25,Purchase at Merchant-2098,0,6,1,3,18,4,0
1412,1074,2036,9247.89,1,Discover,City-3,Gas Station,56,Purchase at Merchant-2036,0,6,1,1,22,0,1
1413,1038,2088,6319.39,1,Discover,City-13,Online Shopping,51,Purchase at Merchant-2088,0,6,1,1,4,2,0
1414,1090,2091,307.59,0,MasterCard,City-38,Online Shopping,54,Purchase at Merchant-2091,0,6,1,2,31,2,1
1415,1038,2046,8536.53,1,Discover,City-4,Gas Station,68,Purchase at Merchant-2046,0,6,1,1,33,0,1
1416,1003,2025,7928.73,0,American Express,City-14,Online Shopping,48,Purchase at Merchant-2025,0,6,1,0,5,2,0
1417,1085,2012,4329.69,0,Visa,City-28,Groceries,34,Purchase at Merchant-2012,0,6,1,3,20,1,0
1418,1051,2079,8074.68,0,MasterCard,City-32,Restaurant,67,Purchase at Merchant-2079,0,6,1,2,25,3,0
1419,1036,2081,7760.86,1,Visa,City-19,Travel,36,Purchase at Merchant-2081,0,6,1,3,10,5,1
1420,1002,2039,4030.57,0,Discover,City-36,Retail,44,Purchase at Merchant-2039,0,6,1,1,29,4,0
1421,1073,2092,1683.55,1,Visa,City-28,Restaurant,55,Purchase at Merchant-2092,0,6,1,3,20,3,1
1422,1088,2029,6214.54,1,Discover,City-29,Restaurant,67,Purchase at Merchant-2029,0,6,1,1,21,3,1
1423,1100,2030,4839.4,1,American Express,City-24,Gas Station,30,Purchase at Merchant-2030,0,6,1,0,16,0,1
1424,1096,2064,5867.68,0,Visa,City-26,Online Shopping,23,Purchase at Merchant-2064,0,6,1,3,18,2,1
1425,1007,2047,6976.57,0,Discover,City-31,Travel,44,Purchase at Merchant-2047,0,6,1,1,24,5,0
1426,1078,2005,9761.61,0,Visa,City-24,Online Shopping,53,Purchase at Merchant-2005,0,6,1,3,16,2,0
1427,1096,2036,7449.07,0,American Express,City-14,Online Shopping,62,Purchase at Merchant-2036,0,6,1,0,5,2,0
1428,1064,2064,8346.77,0,Discover,City-50,Restaurant,23,Purchase at Merchant-2064,0,6,1,1,45,3,0
1429,1037,2091,9338.62,0,Visa,City-21,Online Shopping,69,Purchase at Merchant-2091,0,6,1,3,13,2,0
1430,1100,2091,7809.85,1,American Express,City-5,Online Shopping,62,Purchase at Merchant-2091,0,6,1,0,44,2,0
1431,1030,2078,5579.0,0,Visa,City-21,Groceries,40,Purchase at Merchant-2078,0,6,1,3,13,1,0
1432,1078,2027,4583.95,1,Visa,City-16,Gas Station,61,Purchase at Merchant-2027,0,6,1,3,7,0,1
1433,1046,2001,3228.92,1,Visa,City-17,Online Shopping,61,Purchase at Merchant-2001,0,6,1,3,8,2,0
1434,1029,2026,3695.02,1,MasterCard,City-43,Travel,22,Purchase at Merchant-2026,0,6,1,2,37,5,1
1435,1082,2082,9000.71,1,American Express,City-45,Travel,42,Purchase at Merchant-2082,0,6,1,0,39,5,1
1436,1025,2051,373.43,1,Visa,City-32,Retail,36,Purchase at Merchant-2051,0,6,1,3,25,4,1
1437,1080,2015,1888.92,1,MasterCard,City-19,Retail,57,Purchase at Merchant-2015,0,6,1,2,10,4,1
1438,1033,2036,5713.68,0,MasterCard,City-13,Groceries,25,Purchase at Merchant-2036,0,6,1,2,4,1,1
1439,1087,2073,181.04,0,Visa,City-39,Retail,63,Purchase at Merchant-2073,0,6,1,3,32,4,0
1440,1097,2065,6649.16,0,Discover,City-9,Gas Station,57,Purchase at Merchant-2065,0,6,1,1,49,0,0
1441,1093,2064,3731.65,1,Visa,City-32,Gas Station,19,Purchase at Merchant-2064,0,6,1,3,25,0,1
1442,1099,2022,3393.87,1,Visa,City-1,Online Shopping,49,Purchase at Merchant-2022,0,6,1,3,0,2,1
1443,1085,2071,7499.83,0,American Express,City-34,Groceries,21,Purchase at Merchant-2071,0,6,1,0,27,1,1
1444,1088,2025,84.3,1,Visa,City-7,Online Shopping,58,Purchase at Merchant-2025,0,6,1,3,47,2,1
1445,1018,2085,3158.55,1,MasterCard,City-11,Online Shopping,35,Purchase at Merchant-2085,0,6,1,2,2,2,0
1446,1081,2095,4640.18,0,Discover,City-4,Gas Station,35,Purchase at Merchant-2095,0,6,1,1,33,0,0
1447,1013,2073,1349.46,0,MasterCard,City-30,Online Shopping,39,Purchase at Merchant-2073,0,6,1,2,23,2,1
1448,1081,2087,968.81,0,Discover,City-35,Retail,25,Purchase at Merchant-2087,0,6,1,1,28,4,0
1449,1083,2088,5209.94,1,MasterCard,City-3,Online Shopping,56,Purchase at Merchant-2088,0,6,1,2,22,2,1
1450,1006,2078,7663.59,0,MasterCard,City-49,Travel,62,Purchase at Merchant-2078,0,6,1,2,43,5,0
1451,1040,2073,5932.93,1,Visa,City-46,Gas Station,42,Purchase at Merchant-2073,0,6,1,3,40,0,1
1452,1057,2023,4739.56,1,MasterCard,City-2,Gas Station,36,Purchase at Merchant-2023,0,6,1,2,11,0,1
1453,1005,2009,5540.31,0,Visa,City-14,Gas Station,54,Purchase at Merchant-2009,0,6,1,3,5,0,0
1454,1075,2076,5520.53,0,Discover,City-32,Travel,29,Purchase at Merchant-2076,0,6,1,1,25,5,1
1455,1047,2017,7618.22,0,Visa,City-35,Online Shopping,33,Purchase at Merchant-2017,0,6,1,3,28,2,0
1456,1094,2096,1206.33,0,American Express,City-6,Online Shopping,65,Purchase at Merchant-2096,0,6,1,0,46,2,0
1457,1017,2009,8110.18,1,American Express,City-1,Travel,19,Purchase at Merchant-2009,0,6,1,0,0,5,0
1458,1012,2017,7863.6,1,MasterCard,City-8,Travel,42,Purchase at Merchant-2017,0,6,1,2,48,5,1
1459,1038,2034,6384.42,0,American Express,City-1,Restaurant,62,Purchase at Merchant-2034,0,6,1,0,0,3,0
1460,1042,2073,2467.92,0,Visa,City-16,Travel,45,Purchase at Merchant-2073,0,6,1,3,7,5,0
1461,1096,2030,5375.44,1,Discover,City-41,Groceries,22,Purchase at Merchant-2030,0,6,1,1,35,1,1
1462,1054,2067,4262.15,0,Discover,City-10,Retail,69,Purchase at Merchant-2067,0,6,1,1,1,4,0
1463,1023,2094,399.0,1,Discover,City-1,Restaurant,57,Purchase at Merchant-2094,0,6,1,1,0,3,1
1464,1026,2036,1074.68,0,Discover,City-33,Travel,18,Purchase at Merchant-2036,0,6,1,1,26,5,0
1465,1017,2025,9391.1,0,American Express,City-10,Travel,25,Purchase at Merchant-2025,0,6,1,0,1,5,0
1466,1070,2087,6651.59,1,MasterCard,City-16,Retail,48,Purchase at Merchant-2087,0,6,1,2,7,4,0
1467,1047,2003,9984.05,0,Visa,City-17,Travel,59,Purchase at Merchant-2003,0,6,1,3,8,5,1
1468,1068,2089,6962.11,1,Visa,City-7,Restaurant,35,Purchase at Merchant-2089,0,6,1,3,47,3,1
